gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Cluster
1,1,0,1,59,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,114.27,6950.2,0,1
0,0,0,0,58,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),27.34,1678.99,0,0
1,0,1,1,24,1,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Credit card (automatic),26.11,601.45,0,2
0,0,1,1,33,1,No,Fiber optic,No,No,No,No,No,Yes,One year,0,Credit card (automatic),113.67,3693.91,0,0
0,0,1,1,49,1,Yes,DSL,No,Yes,No,No,Yes,No,Two year,0,Electronic check,44.57,1985.8,0,2
0,0,0,0,54,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Mailed check,47.85,2440.54,0,0
1,1,1,0,9,1,Yes,DSL,No,Yes,No,No,No,Yes,One year,1,Bank transfer (automatic),87.41,841.44,0,2
1,0,1,1,57,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),37.98,2246.89,0,0
0,0,1,0,2,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,56.16,118.51,1,2
0,0,1,0,55,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.67,1315.95,1,1
1,1,1,0,26,0,No phone service,DSL,No,No,No,No,No,No,One year,1,Electronic check,79.71,1953.08,0,2
0,0,0,0,15,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),59.49,870.97,0,0
1,0,0,0,37,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),40.95,1625.94,0,2
0,0,0,0,52,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,0,Credit card (automatic),85.28,4574.58,0,0
0,0,0,0,67,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),41.43,2678.57,0,0
1,0,0,0,22,1,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),87.31,1736.61,0,0
1,0,1,0,55,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,1,Electronic check,66.9,3839.91,0,0
0,0,1,0,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),117.22,5572.74,0,1
0,0,1,0,71,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,27.85,1836.28,0,2
1,0,1,1,66,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,21.18,1494.24,0,1
0,0,1,1,18,1,Yes,Fiber optic,No,No,No,No,Yes,No,One year,0,Bank transfer (automatic),37.21,612.59,0,0
0,1,0,0,3,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,108.63,310.12,0,0
0,0,0,0,28,1,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,115.17,2984.7,1,2
0,0,0,0,44,1,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,0,Electronic check,92.54,4002.65,0,0
0,0,1,1,20,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.04,2075.94,1,0
0,0,0,1,53,1,Yes,DSL,No,No,No,No,No,No,Two year,1,Electronic check,29.71,1485.51,0,2
1,0,0,0,72,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),53.25,4042.58,0,2
0,0,1,1,51,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),88.74,4139.52,0,0
1,0,1,1,17,0,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,61.3,1079.55,0,2
0,0,0,0,16,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,52.14,844.51,1,0
0,0,1,1,43,1,No,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Mailed check,48.98,1992.95,0,2
1,0,0,0,23,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,22.98,486.47,0,1
1,0,1,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),39.43,214.31,0,1
1,0,0,0,26,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.91,2390.02,0,2
1,0,1,0,46,1,No,DSL,Yes,Yes,No,No,Yes,No,One year,0,Credit card (automatic),31.52,1463.47,0,2
1,0,1,1,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,33.95,1474.89,1,1
0,0,1,1,34,0,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,1,Mailed check,88.36,2812.76,0,2
1,0,0,0,56,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),34.67,1843.68,0,2
1,0,1,1,11,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),40.9,481.17,0,1
1,0,0,0,28,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,25.76,671.18,0,0
0,0,0,0,56,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,82.39,4556.39,1,0
0,1,1,0,69,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,96.95,7297.27,0,2
0,0,0,0,54,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,1,Electronic check,76.66,4547.1,0,0
1,0,1,1,36,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,43.88,1512.98,1,2
0,0,1,0,70,1,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.14,6218.54,0,2
0,1,0,1,69,1,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,1,Mailed check,70.38,4506.96,0,0
0,0,1,0,52,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,0,Electronic check,32.16,1606.24,0,0
0,0,0,0,13,1,Yes,DSL,No,No,No,No,No,No,Two year,0,Electronic check,36.83,437.66,0,2
1,0,1,0,20,1,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,1,Electronic check,23.11,480.25,0,0
1,0,0,0,13,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,21.69,256.1,0,0
1,0,0,0,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,35.13,1684.88,1,1
1,1,1,0,66,1,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),87.91,5901.14,0,0
1,0,0,0,47,1,Yes,Fiber optic,Yes,No,No,No,No,No,One year,1,Bank transfer (automatic),49.18,2327.1,0,0
1,1,1,0,55,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,58.75,3405.56,1,0
1,0,0,0,38,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,94.27,3302.7,0,2
1,1,0,0,40,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),31.09,1241.28,0,1
0,0,1,1,47,1,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),72.85,3678.39,0,2
0,0,0,0,27,1,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,0,Mailed check,106.92,2888.46,1,2
1,1,1,0,1,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,102.49,112.48,0,1
1,0,0,1,21,1,No,DSL,No,No,Yes,Yes,No,No,One year,0,Electronic check,54.04,1172.52,0,2
0,0,0,0,70,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,57.2,3779.86,0,1
0,0,0,0,60,0,No phone service,DSL,No,Yes,No,No,No,No,One year,1,Mailed check,67.96,3822.81,0,2
0,0,1,0,35,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),75.15,2628.59,0,2
1,1,1,0,65,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),80.55,5222.6,0,1
0,0,0,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,31.95,1636.63,0,1
1,0,1,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,78.14,143.36,0,1
0,0,0,1,22,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,68.52,1545.72,0,2
0,0,1,1,58,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,19.87,1264.17,1,0
1,0,1,0,27,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),48.48,1301.19,0,2
0,0,0,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),73.85,5474.08,0,0
1,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),100.92,3540.54,0,0
0,0,1,0,67,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,44.74,3122.62,1,1
1,0,1,0,70,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,22.84,1555.17,0,1
1,0,0,1,10,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,86.45,903.09,1,2
1,0,1,1,7,1,No,Fiber optic,No,Yes,Yes,No,No,No,One year,0,Electronic check,18.83,120.51,0,0
0,0,1,0,19,0,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,117.48,2176.13,1,2
1,0,0,0,61,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,1,Credit card (automatic),32.56,2045.72,1,2
0,0,0,0,42,1,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,63.33,2757.5,0,0
0,0,0,0,69,1,No,DSL,No,No,No,No,No,Yes,Two year,0,Bank transfer (automatic),33.81,2145.72,0,2
1,0,0,0,6,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),64.75,377.4,1,0
1,0,0,1,9,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),81.52,691.2,1,0
0,0,1,0,39,1,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,115.57,4095.54,0,2
0,0,1,0,3,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,0,Mailed check,41.73,115.87,0,2
1,0,0,0,72,1,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,68.66,4800.71,0,2
0,0,0,0,18,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,43.76,769.18,1,0
1,1,1,1,37,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,31.65,1237.79,1,0
1,0,0,0,21,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),98.02,1890.49,0,1
1,0,0,1,0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),18.43,2022.05,0,1
0,0,0,1,52,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,46.49,2625.23,0,1
0,0,0,0,20,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Electronic check,23.7,440.97,1,0
0,1,1,1,6,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,1,Electronic check,19.96,108.36,0,2
0,0,0,0,6,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),74.61,416.96,0,0
1,0,0,0,22,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,1,Mailed check,93.47,2246.76,0,0
0,0,1,0,59,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,72.37,4278.17,0,0
1,0,0,0,17,1,Yes,DSL,Yes,No,No,No,No,No,Two year,0,Mailed check,90.22,1577.11,0,2
1,0,1,1,70,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,98.49,6341.24,0,2
0,0,0,1,65,0,No phone service,DSL,No,No,Yes,No,No,No,Two year,1,Bank transfer (automatic),65.91,4217.15,0,2
0,0,1,0,52,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),64.59,3367.72,0,1
0,0,0,0,18,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,34.23,614.35,0,2
1,0,0,0,63,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,85.46,5771.83,1,0
0,0,1,1,13,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,39.81,486.78,1,0
1,0,1,0,24,1,No,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,82.28,1933.01,0,2
1,0,1,1,32,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),97.33,3197.61,1,0
0,0,0,0,47,1,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,0,Electronic check,63.25,3147.47,0,0
0,1,1,0,38,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),79.39,3017.77,0,2
0,0,0,1,4,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,40.7,169.28,0,2
1,0,0,1,20,1,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),105.43,1919.44,1,0
1,0,0,0,58,1,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.37,4451.24,1,2
0,0,1,0,13,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),70.55,828.64,0,2
0,0,0,1,62,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,71.24,4576.85,1,0
1,0,0,1,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),77.44,3735.99,0,1
0,0,1,0,44,1,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),80.89,3475.82,1,2
0,0,1,0,49,1,No,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),79.5,3599.79,0,2
1,0,0,1,40,1,Yes,DSL,No,Yes,Yes,No,No,No,One year,1,Credit card (automatic),86.99,3143.37,0,2
1,1,1,0,0,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),91.33,2022.05,0,0
0,0,0,0,1,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),41.34,43.53,1,0
1,0,0,0,71,1,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),98.93,6337.91,1,2
0,0,1,1,12,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,97.63,1098.14,1,1
1,0,0,0,18,1,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Bank transfer (automatic),29.47,526.83,0,0
1,0,1,1,50,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,63.23,3473.94,1,0
1,0,1,0,1,1,No,DSL,No,Yes,Yes,No,No,Yes,Two year,0,Electronic check,82.24,75.92,0,2
1,0,1,0,9,1,No,Fiber optic,No,Yes,No,No,No,No,Two year,0,Bank transfer (automatic),23.75,199.03,0,0
0,0,1,0,68,1,Yes,Fiber optic,No,No,No,No,No,No,One year,1,Mailed check,106.54,7869.15,0,0
1,0,1,0,29,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,0,Credit card (automatic),45.0,1246.03,1,0
0,1,1,0,64,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,48.03,3245.56,0,0
1,0,1,0,43,1,No,DSL,No,No,No,Yes,Yes,Yes,One year,0,Bank transfer (automatic),94.91,3736.83,0,2
0,0,1,0,41,0,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,89.73,3819.32,0,0
1,0,0,0,2,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,0,Electronic check,116.19,233.64,1,0
1,0,0,1,29,0,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,57.41,1620.72,0,0
0,0,0,1,36,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),65.75,2467.39,0,2
1,0,1,1,27,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,97.75,2747.03,0,1
0,0,1,0,50,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),101.39,5039.94,0,1
0,0,1,1,12,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),25.14,327.1,0,2
1,0,1,0,39,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,32.3,1261.09,1,1
1,0,0,0,25,1,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,0,Electronic check,68.61,1771.78,0,0
0,0,0,0,29,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),80.28,2456.08,0,0
1,0,1,0,23,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,113.7,2663.95,1,2
1,0,1,1,37,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,53.84,1875.78,1,0
0,0,1,1,68,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),75.78,4749.97,1,0
1,0,0,1,15,1,Yes,DSL,No,No,Yes,No,No,No,One year,0,Electronic check,83.58,1160.98,1,2
1,0,1,0,54,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,46.57,2373.57,0,1
1,0,0,0,48,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),112.96,5219.14,0,2
1,0,1,1,51,0,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Electronic check,40.46,2204.82,0,0
1,0,0,0,48,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),19.58,912.97,1,0
0,0,1,0,63,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,76.34,4453.19,1,1
1,0,1,0,47,1,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,0,Bank transfer (automatic),81.95,3618.23,0,0
1,1,0,1,37,1,No,DSL,No,Yes,Yes,No,Yes,No,Two year,1,Mailed check,78.5,2954.04,0,2
0,0,0,0,16,1,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,0,Electronic check,43.42,673.06,0,0
1,0,0,0,40,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Mailed check,100.77,3938.32,0,0
0,0,0,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),29.97,1543.07,0,1
0,0,0,0,39,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,22.31,866.58,1,0
1,0,0,0,30,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,43.86,1329.41,0,2
1,0,1,1,25,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),66.07,1674.71,0,1
0,1,0,1,17,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,104.39,1801.67,0,0
1,0,1,0,34,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),39.85,1252.85,0,2
0,0,0,0,55,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,100.15,5837.04,1,1
1,1,0,0,29,1,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),78.34,2084.39,0,0
1,0,0,0,44,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),94.59,3994.07,1,1
0,0,1,0,51,1,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),62.83,3502.19,0,2
0,0,1,0,67,0,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,21.43,1576.42,1,0
0,0,0,0,54,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,1,Mailed check,40.71,2184.11,0,0
0,0,1,0,9,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,48.58,445.37,1,0
0,0,1,0,53,1,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),25.92,1508.84,0,2
0,0,1,0,33,1,No,DSL,No,Yes,No,No,No,No,One year,0,Electronic check,34.04,1124.24,1,2
0,0,0,0,62,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),31.65,2006.51,0,0
0,0,1,0,30,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Mailed check,33.07,949.17,0,0
0,0,0,1,63,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),81.68,5158.17,0,0
0,0,1,0,49,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,57.41,2568.86,1,0
1,0,1,0,27,1,Yes,DSL,Yes,No,No,Yes,No,No,Two year,0,Electronic check,92.2,2661.09,0,2
1,0,1,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,83.25,3084.46,0,1
0,0,1,1,31,1,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,0,Bank transfer (automatic),31.65,886.36,0,0
1,0,0,0,34,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,63.46,1945.73,1,1
0,1,1,1,56,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),60.5,3596.69,1,1
1,0,1,0,60,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,71.43,4651.93,0,1
1,0,0,0,31,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.72,3136.87,1,2
1,0,1,0,7,1,No,Fiber optic,No,No,Yes,No,No,No,Two year,1,Mailed check,47.18,306.32,0,0
1,1,1,1,34,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),71.94,2623.37,1,2
1,1,1,0,22,0,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),56.27,1243.94,0,1
0,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),107.86,3732.75,1,1
1,0,0,0,18,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),42.83,845.94,1,2
1,0,0,0,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),49.7,2540.02,0,1
